,일시,교통량,기온(°C),강수량(mm),풍속(m/s),휘발유 가격,소요시간
10704,2022-03-23 02:00:00,945,5.3,0.0,2.2,2078.05,358
10705,2022-03-23 03:00:00,869,5.5,0.0,1.0,2078.05,408
10706,2022-03-23 04:00:00,1164,5.4,0.0,2.2,2078.05,358
10707,2022-03-23 05:00:00,2845,5.0,0.0,0.7,2078.05,433
10708,2022-03-23 06:00:00,5508,5.0,0.0,2.0,2078.05,433
10709,2022-03-23 07:00:00,6608,5.0,0.0,2.1,2078.05,433
10710,2022-03-23 08:00:00,6100,5.2,0.0,1.5,2078.05,447
10711,2022-03-23 09:00:00,5450,5.6,0.0,2.9,2078.05,453
10712,2022-03-23 10:00:00,4713,6.5,0.0,2.5,2078.05,439
10713,2022-03-23 11:00:00,4739,7.1,0.0,2.9,2078.05,434
10714,2022-03-23 12:00:00,5301,7.1,0.0,3.7,2078.05,443
10715,2022-03-23 13:00:00,5689,6.9,0.0,3.5,2078.05,442
10716,2022-03-23 14:00:00,5976,7.3,0.0,3.6,2078.05,500
10717,2022-03-23 15:00:00,5862,7.5,0.0,2.8,2078.05,501
10718,2022-03-23 16:00:00,6263,7.8,0.0,2.4,2078.05,433
10719,2022-03-23 17:00:00,6651,7.4,0.0,3.0,2078.05,449
10720,2022-03-23 18:00:00,6068,6.7,0.0,2.9,2078.05,442
10721,2022-03-23 19:00:00,5154,6.3,0.0,2.9,2078.05,430
10722,2022-03-23 20:00:00,4592,6.3,0.0,2.7,2078.05,431
10723,2022-03-23 21:00:00,4157,6.2,0.0,1.6,2078.05,435
10724,2022-03-23 22:00:00,3191,6.1,0.0,2.4,2078.05,424
10725,2022-03-23 23:00:00,2265,6.1,0.0,2.6,2078.05,412
10726,2022-03-24 00:00:00,1502,6.0,0.0,3.0,2076.02,413
10727,2022-03-24 01:00:00,1114,6.0,0.0,2.1,2076.02,430
10728,2022-03-24 02:00:00,907,5.5,0.0,2.6,2076.02,427
10729,2022-03-24 03:00:00,788,4.8,0.0,1.2,2076.02,432
10730,2022-03-24 04:00:00,1114,4.4,0.0,1.5,2076.02,433
10731,2022-03-24 05:00:00,2834,3.9,0.0,1.3,2076.02,433
10732,2022-03-24 06:00:00,5449,4.4,0.0,1.7,2076.02,433
10733,2022-03-24 07:00:00,6679,5.0,0.0,1.3,2076.02,433
10734,2022-03-24 08:00:00,6179,5.5,0.0,1.7,2076.02,407
10735,2022-03-24 09:00:00,5537,6.1,0.0,2.0,2076.02,411
10736,2022-03-24 10:00:00,4770,6.6,0.0,1.0,2076.02,409
10737,2022-03-24 11:00:00,4879,7.3,0.0,1.8,2076.02,411
10738,2022-03-24 12:00:00,5130,7.8,0.0,1.2,2076.02,433
10739,2022-03-24 13:00:00,5597,8.6,0.0,1.1,2076.02,433
10740,2022-03-24 14:00:00,5896,10.0,0.0,1.1,2076.02,410
10741,2022-03-24 15:00:00,5988,12.4,0.0,2.9,2076.02,433
10742,2022-03-24 16:00:00,6560,12.2,0.0,3.6,2076.02,403
10743,2022-03-24 17:00:00,6748,12.3,0.0,2.5,2076.02,415
10744,2022-03-24 18:00:00,6104,12.1,0.0,1.9,2076.02,453
10745,2022-03-24 19:00:00,5112,11.1,0.0,2.6,2076.02,435
10746,2022-03-24 20:00:00,4537,10.1,0.0,2.1,2076.02,428
10747,2022-03-24 21:00:00,4418,9.4,0.0,1.1,2076.02,447
10748,2022-03-24 22:00:00,3326,9.1,0.0,1.4,2076.02,439
10749,2022-03-24 23:00:00,2052,8.9,0.0,0.2,2076.02,456
10750,2022-03-25 00:00:00,1582,8.6,0.0,1.0,2073.66,450
10751,2022-03-25 01:00:00,1163,8.2,0.0,2.2,2073.66,315
10752,2022-03-25 02:00:00,970,7.6,0.0,1.1,2073.66,433
10753,2022-03-25 03:00:00,837,7.1,0.0,2.2,2073.66,332
10754,2022-03-25 04:00:00,1173,6.7,0.0,1.7,2073.66,433
10755,2022-03-25 05:00:00,2721,6.5,0.0,1.3,2073.66,433
10756,2022-03-25 06:00:00,5327,6.3,0.0,2.1,2073.66,343
10757,2022-03-25 07:00:00,6687,6.6,0.0,2.5,2073.66,346
10758,2022-03-25 08:00:00,6070,7.8,0.0,2.3,2073.66,433
10759,2022-03-25 09:00:00,5580,9.6,0.0,2.4,2073.66,433
10760,2022-03-25 10:00:00,5345,11.8,0.0,2.3,2073.66,406
10761,2022-03-25 11:00:00,5029,12.7,0.0,3.0,2073.66,404
10762,2022-03-25 12:00:00,5110,13.9,0.0,2.7,2073.66,402
10763,2022-03-25 13:00:00,6300,15.4,0.0,2.1,2073.66,433
10764,2022-03-25 14:00:00,6164,16.3,0.0,2.5,2073.66,433
10765,2022-03-25 15:00:00,6265,17.0,0.0,2.0,2073.66,405
10766,2022-03-25 16:00:00,6558,17.2,0.0,1.5,2073.66,404
10767,2022-03-25 17:00:00,6645,17.2,0.0,1.4,2073.66,405
10768,2022-03-25 18:00:00,6203,17.1,0.0,2.6,2073.66,401
10769,2022-03-25 19:00:00,6213,16.4,0.0,2.8,2073.66,401
10770,2022-03-25 20:00:00,5628,15.4,0.0,3.6,2073.66,406
10771,2022-03-25 21:00:00,6205,13.0,2.6,4.4,2073.66,415
10772,2022-03-25 22:00:00,4099,11.7,0.0,4.3,2073.66,430
10773,2022-03-25 23:00:00,2964,11.4,0.0,5.4,2073.66,432
10774,2022-03-26 00:00:00,1734,11.6,8.3,4.6,2066.69,412
10775,2022-03-26 01:00:00,1228,11.9,0.0,4.0,2066.69,433
10776,2022-03-26 02:00:00,978,12.1,0.0,3.3,2066.69,259
10777,2022-03-26 03:00:00,849,12.4,6.7,3.0,2066.69,433
10778,2022-03-26 04:00:00,1001,12.5,0.0,2.8,2066.69,433
10779,2022-03-26 05:00:00,1722,12.5,0.0,1.6,2066.69,325
10780,2022-03-26 06:00:00,2663,12.7,9.9,0.9,2066.69,330
10781,2022-03-26 07:00:00,3418,12.6,0.0,5.1,2066.69,433
10782,2022-03-26 08:00:00,4400,10.6,0.0,5.0,2066.69,346
10783,2022-03-26 09:00:00,4479,9.7,2.0,2.6,2066.69,336
10784,2022-03-26 10:00:00,4571,9.5,0.0,3.4,2066.69,341
10785,2022-03-26 11:00:00,5119,10.1,0.0,2.4,2066.69,349
10786,2022-03-26 12:00:00,5688,10.7,1.2,3.2,2066.69,351
10787,2022-03-26 13:00:00,5704,10.6,0.0,2.4,2066.69,408
10788,2022-03-26 14:00:00,5950,11.4,0.0,2.6,2066.69,412
10789,2022-03-26 15:00:00,5394,12.9,0.0,2.6,2066.69,425
10790,2022-03-26 16:00:00,6058,13.7,0.0,1.8,2066.69,438
10791,2022-03-26 17:00:00,5799,14.5,0.0,3.5,2066.69,428
10792,2022-03-26 18:00:00,5339,14.4,0.0,3.6,2066.69,420
10793,2022-03-26 19:00:00,4968,12.9,0.0,3.4,2066.69,434
10794,2022-03-26 20:00:00,4345,12.1,0.0,3.4,2066.69,416
10795,2022-03-26 21:00:00,4419,11.6,0.0,2.9,2066.69,404
10796,2022-03-26 22:00:00,3530,10.5,0.0,1.2,2066.69,410
10797,2022-03-26 23:00:00,2375,10.1,0.0,2.4,2066.69,433
10798,2022-03-27 00:00:00,1446,9.6,0.0,1.8,2066.41,433
10799,2022-03-27 01:00:00,927,8.7,0.0,1.9,2066.41,532
10800,2022-03-27 02:00:00,602,7.9,0.0,1.1,2066.41,433
10801,2022-03-27 03:00:00,478,7.1,0.0,1.5,2066.41,433
10802,2022-03-27 04:00:00,594,6.4,0.0,1.0,2066.41,433
10803,2022-03-27 05:00:00,925,5.9,0.0,1.6,2066.41,433
10804,2022-03-27 06:00:00,1691,5.8,0.0,2.5,2066.41,433
10805,2022-03-27 07:00:00,2215,5.4,0.0,2.6,2066.41,433
10806,2022-03-27 08:00:00,3307,6.0,0.0,2.3,2066.41,433
10807,2022-03-27 09:00:00,4670,7.8,0.0,3.4,2066.41,342
10808,2022-03-27 10:00:00,5175,9.5,0.0,3.2,2066.41,433
10809,2022-03-27 11:00:00,5291,10.5,0.0,3.5,2066.41,433
10810,2022-03-27 12:00:00,5481,11.0,0.0,4.6,2066.41,348
10811,2022-03-27 13:00:00,5595,11.7,0.0,5.1,2066.41,435
10812,2022-03-27 14:00:00,5646,12.0,0.0,6.3,2066.41,433
10813,2022-03-27 15:00:00,5907,12.1,0.0,4.7,2066.41,433
10814,2022-03-27 16:00:00,5757,11.7,0.0,4.9,2066.41,355
10815,2022-03-27 17:00:00,5845,9.7,0.0,7.0,2066.41,352
10816,2022-03-27 18:00:00,5674,9.0,0.0,5.1,2066.41,433
10817,2022-03-27 19:00:00,5729,7.7,0.0,2.6,2066.41,355
10818,2022-03-27 20:00:00,5613,7.0,0.0,3.0,2066.41,402
10819,2022-03-27 21:00:00,5241,6.5,0.0,2.5,2066.41,356
10820,2022-03-27 22:00:00,4476,5.7,0.0,1.4,2066.41,433
10821,2022-03-27 23:00:00,3041,5.4,0.0,2.2,2066.41,433
10822,2022-03-28 00:00:00,1660,5.1,0.0,2.4,2071.55,358
10823,2022-03-28 01:00:00,1121,5.0,0.0,4.0,2071.55,339
10824,2022-03-28 02:00:00,858,4.4,0.0,1.9,2071.55,433
10825,2022-03-28 03:00:00,805,3.9,0.0,2.9,2071.55,433
10826,2022-03-28 04:00:00,1353,3.0,0.0,0.6,2071.55,433
10827,2022-03-28 05:00:00,3629,2.3,0.0,0.7,2071.55,433
10828,2022-03-28 06:00:00,6939,1.7,0.0,1.2,2071.55,345
10829,2022-03-28 07:00:00,6854,1.6,0.0,1.9,2071.55,433
10830,2022-03-28 08:00:00,3440,3.4,0.0,1.9,2071.55,433
10831,2022-03-28 09:00:00,5933,6.5,0.0,1.9,2071.55,433
10832,2022-03-28 10:00:00,4516,9.0,0.0,2.1,2071.55,424
10833,2022-03-28 11:00:00,4618,11.3,0.0,1.5,2071.55,432
10834,2022-03-28 12:00:00,5229,12.1,0.0,3.6,2071.55,430
10835,2022-03-28 13:00:00,5334,13.3,0.0,2.1,2071.55,440
10836,2022-03-28 14:00:00,5435,14.0,0.0,2.6,2071.55,443
10837,2022-03-28 15:00:00,5076,14.7,0.0,2.5,2071.55,444
10838,2022-03-28 16:00:00,6256,15.1,0.0,2.2,2071.55,438
10839,2022-03-28 17:00:00,6537,13.9,0.0,2.9,2071.55,434
10840,2022-03-28 18:00:00,5973,12.7,0.0,3.7,2071.55,429
10841,2022-03-28 19:00:00,5263,10.8,0.0,3.7,2071.55,425
10842,2022-03-28 20:00:00,4517,9.3,0.0,2.3,2071.55,410
10843,2022-03-28 21:00:00,4284,8.2,0.0,1.6,2071.55,433
10844,2022-03-28 22:00:00,3167,7.5,0.0,2.0,2071.55,407
10845,2022-03-28 23:00:00,2326,6.9,0.0,2.2,2071.55,405
10846,2022-03-29 00:00:00,1496,5.7,0.0,0.1,2070.1,358
10847,2022-03-29 01:00:00,1111,5.2,0.0,0.0,2070.1,418
10848,2022-03-29 02:00:00,978,4.5,0.0,1.0,2070.1,450
10849,2022-03-29 03:00:00,851,4.3,0.0,0.9,2070.1,433
10850,2022-03-29 04:00:00,1193,3.8,0.0,1.9,2070.1,433
10851,2022-03-29 05:00:00,2883,3.5,0.0,2.3,2070.1,433
10852,2022-03-29 06:00:00,5752,3.3,0.0,2.0,2070.1,435
10853,2022-03-29 07:00:00,6657,3.5,0.0,1.1,2070.1,433
10854,2022-03-29 08:00:00,6389,5.1,0.0,2.5,2070.1,433
10855,2022-03-29 09:00:00,5618,8.0,0.0,1.9,2070.1,433
10856,2022-03-29 10:00:00,5028,10.8,0.0,2.9,2070.1,433
10857,2022-03-29 11:00:00,4929,12.5,0.0,3.3,2070.1,401
10858,2022-03-29 12:00:00,5176,13.9,0.0,2.9,2070.1,402
10859,2022-03-29 13:00:00,5319,14.4,0.0,3.7,2070.1,433
10860,2022-03-29 14:00:00,5353,15.2,0.0,3.8,2070.1,406
10861,2022-03-29 15:00:00,5399,14.8,0.0,3.7,2070.1,404
10862,2022-03-29 16:00:00,6590,15.3,0.0,3.3,2070.1,433
10863,2022-03-29 17:00:00,6824,14.9,0.0,3.5,2070.1,433
10864,2022-03-29 18:00:00,6504,13.9,0.0,2.7,2070.1,423
10865,2022-03-29 19:00:00,5552,12.4,0.0,2.1,2070.1,422
10866,2022-03-29 20:00:00,4812,11.1,0.0,2.2,2070.1,435
10867,2022-03-29 21:00:00,4397,10.5,0.0,1.7,2070.1,433
10868,2022-03-29 22:00:00,3335,10.0,0.0,1.3,2070.1,420
10869,2022-03-29 23:00:00,2542,9.4,0.0,0.6,2070.1,433
10870,2022-03-30 00:00:00,1592,8.9,0.0,0.8,2068.86,415
10871,2022-03-30 01:00:00,1182,8.5,0.0,1.0,2068.86,405
10872,2022-03-30 02:00:00,990,7.9,0.0,0.9,2068.86,433
10873,2022-03-30 03:00:00,950,7.4,0.0,1.1,2068.86,400
10874,2022-03-30 04:00:00,1199,7.0,0.0,2.3,2068.86,433
10875,2022-03-30 05:00:00,2799,6.5,0.0,2.5,2068.86,433
10876,2022-03-30 06:00:00,5546,6.0,0.0,2.3,2068.86,413
10877,2022-03-30 07:00:00,6666,6.1,0.0,1.6,2068.86,417
10878,2022-03-30 08:00:00,6262,8.2,0.0,2.3,2068.86,357
10879,2022-03-30 09:00:00,5517,9.7,0.0,2.0,2068.86,351
10880,2022-03-30 10:00:00,4907,12.1,0.0,3.4,2068.86,355
10881,2022-03-30 11:00:00,4728,13.8,0.0,2.0,2068.86,406
10882,2022-03-30 12:00:00,5320,15.5,0.0,2.3,2068.86,409
10883,2022-03-30 13:00:00,5518,15.1,0.0,0.7,2068.86,422
10884,2022-03-30 14:00:00,5825,13.4,0.0,2.5,2068.86,433
10885,2022-03-30 15:00:00,5645,12.9,0.4,2.3,2068.86,433
10886,2022-03-30 16:00:00,6213,12.7,0.0,1.6,2068.86,433
10887,2022-03-30 17:00:00,6373,12.7,0.0,2.6,2068.86,516
10888,2022-03-30 18:00:00,6161,12.4,0.0,1.3,2068.86,557
10889,2022-03-30 19:00:00,5409,12.4,0.0,1.7,2068.86,530
10890,2022-03-30 20:00:00,4526,11.9,0.0,1.7,2068.86,506
10891,2022-03-30 21:00:00,4015,11.6,0.0,1.0,2068.86,457
10892,2022-03-30 22:00:00,3139,11.3,0.0,2.5,2068.86,442
10893,2022-03-30 23:00:00,2251,11.1,0.0,2.7,2068.86,433
10894,2022-03-31 00:00:00,1579,10.6,0.0,2.1,2065.75,445
10895,2022-03-31 01:00:00,1079,10.2,0.0,1.9,2065.75,433
10896,2022-03-31 02:00:00,964,10.1,0.0,2.4,2065.75,402
10897,2022-03-31 03:00:00,840,9.7,0.0,1.7,2065.75,401
10898,2022-03-31 04:00:00,1164,9.3,0.0,2.7,2065.75,433
10899,2022-03-31 05:00:00,2776,9.0,0.0,2.9,2065.75,433
10900,2022-03-31 06:00:00,5551,8.8,0.0,3.2,2065.75,359
10901,2022-03-31 07:00:00,6679,8.5,0.0,0.4,2065.75,433
10902,2022-03-31 08:00:00,5954,9.0,0.0,0.8,2065.75,433
10903,2022-03-31 09:00:00,5796,9.9,0.0,1.9,2065.75,433
10904,2022-03-31 10:00:00,4548,10.9,0.0,1.3,2065.75,345
10905,2022-03-31 11:00:00,4375,12.3,0.0,1.0,2065.75,433
10906,2022-03-31 12:00:00,5204,13.1,0.0,1.8,2065.75,433
10907,2022-03-31 13:00:00,4900,13.6,0.0,2.6,2065.75,353
10908,2022-03-31 14:00:00,5657,14.1,0.0,4.2,2065.75,413
10909,2022-03-31 15:00:00,5670,14.4,0.0,4.1,2065.75,433
10910,2022-03-31 16:00:00,5785,14.4,0.0,4.1,2065.75,416
10911,2022-03-31 17:00:00,6778,13.9,0.0,3.4,2065.75,411
10912,2022-03-31 18:00:00,6363,13.2,0.0,4.3,2065.75,429
10913,2022-03-31 19:00:00,5386,12.3,0.0,2.9,2065.75,425
10914,2022-03-31 20:00:00,4866,11.6,0.0,2.7,2065.75,425
10915,2022-03-31 21:00:00,4610,10.5,0.0,3.5,2065.75,428
10916,2022-03-31 22:00:00,3486,9.3,0.0,1.9,2065.75,418
10917,2022-03-31 23:00:00,2576,8.4,0.0,1.2,2065.75,429
10918,2022-04-01 00:00:00,1733,7.6,0.0,0.9,2063.49,433
10919,2022-04-01 01:00:00,1224,7.1,0.0,2.3,2063.49,351
10920,2022-04-01 02:00:00,989,6.4,0.0,2.6,2063.49,433
10921,2022-04-01 03:00:00,962,5.9,0.0,2.0,2063.49,433
10922,2022-04-01 04:00:00,1311,5.5,0.0,2.1,2063.49,433
10923,2022-04-01 05:00:00,2754,5.0,0.0,2.3,2063.49,433
10924,2022-04-01 06:00:00,5502,4.7,0.0,2.4,2063.49,433
10925,2022-04-01 07:00:00,6718,4.7,0.0,1.7,2063.49,417
10926,2022-04-01 08:00:00,6020,6.5,0.0,2.6,2063.49,400
10927,2022-04-01 09:00:00,5562,8.5,0.0,2.7,2063.49,433
10928,2022-04-01 10:00:00,5078,10.7,0.0,2.7,2063.49,423
10929,2022-04-01 11:00:00,5035,11.9,0.0,2.4,2063.49,427
10930,2022-04-01 12:00:00,5553,13.2,0.0,1.6,2063.49,439
10931,2022-04-01 13:00:00,5700,13.2,0.0,2.5,2063.49,434
10932,2022-04-01 14:00:00,6261,14.7,0.0,3.3,2063.49,441
10933,2022-04-01 15:00:00,6205,14.6,0.0,2.9,2063.49,421
10934,2022-04-01 16:00:00,6471,14.2,0.0,3.5,2063.49,420
10935,2022-04-01 17:00:00,6732,13.9,0.0,2.9,2063.49,421
10936,2022-04-01 18:00:00,6741,12.4,0.0,4.0,2063.49,430
10937,2022-04-01 19:00:00,6218,9.9,0.0,4.0,2063.49,433
10938,2022-04-01 20:00:00,5765,8.7,0.0,3.5,2063.49,428
10939,2022-04-01 21:00:00,6181,8.1,0.0,2.5,2063.49,433
10940,2022-04-01 22:00:00,4906,7.5,0.0,2.3,2063.49,416
10941,2022-04-01 23:00:00,3204,7.3,0.0,2.0,2063.49,432
10942,2022-04-02 00:00:00,2102,6.2,0.0,1.8,2054.99,508
10943,2022-04-02 01:00:00,1437,5.7,0.0,0.6,2054.99,525
10944,2022-04-02 02:00:00,1084,4.9,0.0,1.4,2054.99,509
10945,2022-04-02 03:00:00,903,4.4,0.0,1.2,2054.99,445
10946,2022-04-02 04:00:00,1176,4.2,0.0,0.8,2054.99,440
10947,2022-04-02 05:00:00,2139,4.1,0.0,1.7,2054.99,424
10948,2022-04-02 06:00:00,3304,4.0,0.0,1.7,2054.99,415
10949,2022-04-02 07:00:00,4095,4.0,0.0,1.2,2054.99,405
10950,2022-04-02 08:00:00,5405,5.3,0.0,1.5,2054.99,403
10951,2022-04-02 09:00:00,5794,7.2,0.0,1.7,2054.99,405
10952,2022-04-02 10:00:00,5807,9.5,0.0,1.6,2054.99,347
10953,2022-04-02 11:00:00,5246,11.0,0.0,2.7,2054.99,353
10954,2022-04-02 12:00:00,5270,12.5,0.0,2.2,2054.99,433
10955,2022-04-02 13:00:00,4586,13.2,0.0,3.0,2054.99,513
10956,2022-04-02 14:00:00,5410,14.0,0.0,3.6,2054.99,420
10957,2022-04-02 15:00:00,6222,13.7,0.0,4.8,2054.99,416
10958,2022-04-02 16:00:00,6414,12.9,0.0,4.4,2054.99,433
10959,2022-04-02 17:00:00,5883,12.1,0.0,3.9,2054.99,425
10960,2022-04-02 18:00:00,5642,11.0,0.0,3.2,2054.99,430
10961,2022-04-02 19:00:00,5199,9.1,0.0,4.5,2054.99,433
10962,2022-04-02 20:00:00,5323,8.1,0.0,3.1,2054.99,419
10963,2022-04-02 21:00:00,5448,7.3,0.0,2.2,2054.99,412
10964,2022-04-02 22:00:00,4490,6.8,0.0,1.8,2054.99,405
10965,2022-04-02 23:00:00,3178,6.3,0.0,1.6,2054.99,408
10966,2022-04-03 00:00:00,1719,5.7,0.0,1.6,2052.74,417
10967,2022-04-03 01:00:00,1049,5.3,0.0,0.8,2052.74,433
10968,2022-04-03 02:00:00,680,4.7,0.0,1.5,2052.74,411
10969,2022-04-03 03:00:00,463,4.7,0.0,1.1,2052.74,418
10970,2022-04-03 04:00:00,623,4.5,0.0,1.3,2052.74,436
10971,2022-04-03 05:00:00,1060,4.0,0.0,0.5,2052.74,423
10972,2022-04-03 06:00:00,1803,3.8,0.0,0.7,2052.74,433
10973,2022-04-03 07:00:00,2507,3.6,0.0,1.0,2052.74,412
10974,2022-04-03 08:00:00,3644,5.1,0.0,1.8,2052.74,433
10975,2022-04-03 09:00:00,4056,7.4,0.0,0.7,2052.74,433
10976,2022-04-03 10:00:00,5297,10.0,0.0,1.1,2052.74,433
10977,2022-04-03 11:00:00,5247,12.4,0.0,1.9,2052.74,518
10978,2022-04-03 12:00:00,5694,13.5,0.0,3.6,2052.74,505
10979,2022-04-03 13:00:00,5716,15.4,0.0,2.9,2052.74,451
10980,2022-04-03 14:00:00,6045,16.0,0.0,3.8,2052.74,428
10981,2022-04-03 15:00:00,5917,16.3,0.0,3.8,2052.74,420
10982,2022-04-03 16:00:00,6283,16.8,0.0,3.1,2052.74,430
10983,2022-04-03 17:00:00,6531,16.0,0.0,3.6,2052.74,430
10984,2022-04-03 18:00:00,6303,14.5,0.0,3.5,2052.74,433
10985,2022-04-03 19:00:00,5908,11.7,0.0,3.6,2052.74,426
10986,2022-04-03 20:00:00,6050,10.0,0.0,3.3,2052.74,422
10987,2022-04-03 21:00:00,6032,9.1,0.0,2.8,2052.74,438
10988,2022-04-03 22:00:00,5799,8.4,0.0,1.9,2052.74,432
10989,2022-04-03 23:00:00,4192,7.8,0.0,1.0,2052.74,420
10990,2022-04-04 00:00:00,2404,7.3,0.0,1.3,2054.64,409
10991,2022-04-04 01:00:00,1267,7.0,0.0,1.2,2054.64,355
10992,2022-04-04 02:00:00,1006,6.4,0.0,2.1,2054.64,403
10993,2022-04-04 03:00:00,902,6.0,0.0,1.9,2054.64,433
10994,2022-04-04 04:00:00,1375,5.7,0.0,2.6,2054.64,413
10995,2022-04-04 05:00:00,3747,5.5,0.0,1.5,2054.64,433
10996,2022-04-04 06:00:00,6977,5.4,0.0,0.7,2054.64,433
10997,2022-04-04 07:00:00,6903,5.2,0.0,0.6,2054.64,410
10998,2022-04-04 08:00:00,6312,7.0,0.0,1.3,2054.64,433
10999,2022-04-04 09:00:00,6048,9.6,0.0,0.8,2054.64,433
11000,2022-04-04 10:00:00,5021,11.9,0.0,2.0,2054.64,433
11001,2022-04-04 11:00:00,4787,13.8,0.0,2.2,2054.64,433
11002,2022-04-04 12:00:00,5164,15.2,0.0,3.0,2054.64,433
11003,2022-04-04 13:00:00,5702,16.3,0.0,3.5,2054.64,350
11004,2022-04-04 14:00:00,5837,16.2,0.0,4.0,2054.64,355
11005,2022-04-04 15:00:00,6065,16.2,0.0,3.6,2054.64,433
11006,2022-04-04 16:00:00,6427,15.7,0.0,3.9,2054.64,433
11007,2022-04-04 17:00:00,6739,15.0,0.0,3.7,2054.64,400
11008,2022-04-04 18:00:00,6195,13.5,0.0,3.3,2054.64,409
11009,2022-04-04 19:00:00,5282,11.5,0.0,3.6,2054.64,406
11010,2022-04-04 20:00:00,4748,10.2,0.0,2.3,2054.64,404
11011,2022-04-04 21:00:00,4404,9.4,0.0,2.0,2054.64,434
11012,2022-04-04 22:00:00,3392,8.3,0.0,1.4,2054.64,424
11013,2022-04-04 23:00:00,2308,7.3,0.0,1.4,2054.64,433
11014,2022-04-05 00:00:00,1566,7.1,0.0,1.7,2049.23,427
11015,2022-04-05 01:00:00,1193,6.5,0.0,1.2,2049.23,433
11016,2022-04-05 02:00:00,971,6.2,0.0,0.2,2049.23,433
11017,2022-04-05 03:00:00,918,5.6,0.0,1.3,2049.23,305
11018,2022-04-05 04:00:00,1224,5.6,0.0,1.2,2049.23,433
11019,2022-04-05 05:00:00,2894,5.4,0.0,1.2,2049.23,433
11020,2022-04-05 06:00:00,5986,5.0,0.0,0.5,2049.23,433
11021,2022-04-05 07:00:00,6809,5.3,0.0,1.3,2049.23,433
11022,2022-04-05 08:00:00,6433,6.4,0.0,2.5,2049.23,624
11023,2022-04-05 09:00:00,5453,8.8,0.0,2.4,2049.23,433
11024,2022-04-05 10:00:00,5106,11.1,0.0,1.7,2049.23,606
11025,2022-04-05 11:00:00,4592,13.1,0.0,2.2,2049.23,522
11026,2022-04-05 12:00:00,4960,14.1,0.0,4.1,2049.23,433
11027,2022-04-05 13:00:00,4987,15.2,0.0,3.9,2049.23,501
11028,2022-04-05 14:00:00,5935,15.5,0.0,3.3,2049.23,447
11029,2022-04-05 15:00:00,6105,15.2,0.0,4.4,2049.23,433
11030,2022-04-05 16:00:00,6287,15.2,0.0,3.6,2049.23,447
11031,2022-04-05 17:00:00,6797,14.6,0.0,3.4,2049.23,507
11032,2022-04-05 18:00:00,6410,13.3,0.0,2.7,2049.23,453
11033,2022-04-05 19:00:00,5842,11.7,0.0,3.0,2049.23,424
11034,2022-04-05 20:00:00,4879,11.4,0.0,2.3,2049.23,438
11035,2022-04-05 21:00:00,4594,10.7,0.0,2.5,2049.23,419
11036,2022-04-05 22:00:00,3437,9.8,0.0,1.7,2049.23,411
11037,2022-04-05 23:00:00,2569,9.5,0.0,2.5,2049.23,414
11038,2022-04-06 00:00:00,1718,9.4,0.0,2.3,2047.07,400
11039,2022-04-06 01:00:00,1163,9.1,0.0,2.8,2047.07,249
11040,2022-04-06 02:00:00,1042,8.9,0.0,2.2,2047.07,316
11041,2022-04-06 03:00:00,864,8.9,0.0,2.0,2047.07,327
11042,2022-04-06 04:00:00,1280,8.8,0.0,1.5,2047.07,335
11043,2022-04-06 05:00:00,2932,8.6,0.0,2.1,2047.07,433
11044,2022-04-06 06:00:00,5656,8.0,0.0,1.8,2047.07,325
11045,2022-04-06 07:00:00,6679,8.2,0.0,2.2,2047.07,341
11046,2022-04-06 08:00:00,6531,8.8,0.0,2.1,2047.07,433
11047,2022-04-06 09:00:00,6052,9.5,0.0,1.3,2047.07,346
11048,2022-04-06 10:00:00,5322,11.7,0.0,1.9,2047.07,353
11049,2022-04-06 11:00:00,4665,13.6,0.0,2.4,2047.07,355
11050,2022-04-06 12:00:00,5103,14.4,0.0,2.4,2047.07,411
11051,2022-04-06 13:00:00,5736,15.8,0.0,2.8,2047.07,420
11052,2022-04-06 14:00:00,6041,16.2,0.0,4.0,2047.07,452
11053,2022-04-06 15:00:00,6070,16.5,0.0,2.9,2047.07,448
11054,2022-04-06 16:00:00,6547,16.8,0.0,3.5,2047.07,514
11055,2022-04-06 17:00:00,6835,16.1,0.0,3.8,2047.07,503
11056,2022-04-06 18:00:00,6687,14.8,0.0,3.6,2047.07,450
11057,2022-04-06 19:00:00,6034,13.0,0.0,2.8,2047.07,433
11058,2022-04-06 20:00:00,5054,11.9,0.0,2.7,2047.07,433
11059,2022-04-06 21:00:00,4605,11.3,0.0,1.5,2047.07,439
11060,2022-04-06 22:00:00,3540,10.7,0.0,1.6,2047.07,433
11061,2022-04-06 23:00:00,2429,10.2,0.0,1.3,2047.07,439
11062,2022-04-07 00:00:00,1661,10.3,0.0,2.3,2044.61,439
11063,2022-04-07 01:00:00,1317,10.8,0.0,2.2,2044.61,423
11064,2022-04-07 02:00:00,1020,10.4,0.0,2.7,2044.61,434
11065,2022-04-07 03:00:00,842,10.0,0.0,3.4,2044.61,409
11066,2022-04-07 04:00:00,1125,9.6,0.0,2.2,2044.61,628
11067,2022-04-07 05:00:00,2850,9.3,0.0,2.1,2044.61,433
11068,2022-04-07 06:00:00,5708,9.0,0.0,2.5,2044.61,649
11069,2022-04-07 07:00:00,6719,8.8,0.0,2.5,2044.61,433
11070,2022-04-07 08:00:00,6595,9.1,0.0,2.9,2044.61,433
11071,2022-04-07 09:00:00,6164,10.2,0.0,2.3,2044.61,742
